layer,comparison,x,y,color,label
bar,Sotorasib 1 µM,5,,Sotorasib,
bar,Sotorasib 1 µM,-15,,Sotorasib,
bar,RMC 30 nM,1850,,RMC-7977,
bar,RMC 30 nM,-1572,,RMC-7977,
bar,LNP negative control,770,,Negative control,
bar,LNP negative control,-138,,Negative control,
bar,LNP positive control,2079,,Positive control,
bar,LNP positive control,-4087,,Positive control,
bar,Sensor high,2,,Circuit,
bar,Sensor high,-13,,Circuit,
bar,Sensor high + Casp3,168,,Circuit,
bar,Sensor high + Casp3,-87,,Circuit,
point,Sensor High,7.8246079281761,28.169285203295342,DE (circuit),LNP Sensor
point,Sensor High,-2.8598809578545,6.370231520754659,DE (circuit),
point,Sensor High,-1.22069720378817,6.191469707507307,DE (circuit),
point,Sensor High,0.532938269046429,4.462621301634291,FDR only,
point,Sensor High,-2.83039901901349,4.097880578323342,DE (circuit),
point,Sensor High,-2.41701692154389,4.0648298600159025,DE (circuit),
point,Sensor High,0.443295926843181,3.7243914849943907,FDR only,
point,Sensor High,0.564636781097829,2.946867675476038,FDR only,
point,Sensor High,0.557847634258406,2.869901449668215,FDR only,
point,Sensor High,-2.25860684238528,2.869901449668215,DE (circuit),
point,Sensor High,-1.75704330046251,2.6442782310973802,DE (circuit),
point,Sensor High,0.319545732204558,2.017061324635265,FDR only,
point,Sensor High,-0.510505802313196,2.017061324635265,FDR only,
point,Sensor High,-1.48985331491014,2.017061324635265,DE (circuit),
point,Sensor High,-4.09959181989635,2.012217537761701,DE (circuit),
point,Sensor High,-0.711716773818962,1.712401545168756,FDR only,
point,Sensor High,-1.43338833226418,1.6444167556133058,DE (circuit),
point,Sensor High,-0.549011470733084,1.5294153836256457,FDR only,
point,Sensor High,-0.779644566672813,1.5294153836256457,FDR only,
point,Sensor High,-2.6834016708259,1.5294153836256457,DE (circuit),
point,Sensor High,-3.91832183775197,1.5294153836256457,DE (circuit),
point,Sensor High,-1.27558385266185,1.4639456141719644,DE (circuit),
point,Sensor High,0.500858177751609,1.4639456141719644,FDR only,
point,Sensor High,-1.10682648784698,1.4374738139187735,DE (circuit),
point,Sensor High,-0.313672684358514,1.3861958280126332,FDR only,
point,Sensor High,-0.486800844126576,1.3861958280126332,FDR only,
point,Sensor High,-1.1253388189524,1.2815737116994166,Not significant,
point,Sensor High,0.4583384848702,1.2467800274468672,Not significant,
point,Sensor High,0.544518694439675,1.2467800274468672,Not significant,
point,Sensor High,1.21283233932847,1.2467800274468672,Not significant,
point,Sensor High,-0.54551005101059,1.2467800274468672,Not significant,
point,Sensor High,-0.529627670435075,1.161810109820703,Not significant,
point,Sensor High,0.455732249390943,1.161810109820703,Not significant,
point,Sensor High,0.404543804688468,1.1332436710897735,Not significant,
point,Sensor High,-2.00974777716431,1.1332436710897735,Not significant,
point,Sensor High,0.320908425903598,1.1332436710897735,Not significant,
point,Sensor High,0.363331237105377,1.1332436710897735,Not significant,
point,Sensor High,-0.384480283752812,1.117635686886141,Not significant,
point,Sensor High,0.425314814055129,1.1002477633047008,Not significant,
point,Sensor High,-0.431299607607484,1.0890327154089527,Not significant,
point,Sensor High,0.393333284717464,1.0559404012091211,Not significant,
point,Sensor High,-1.46189721594527,1.0367021319755412,Not significant,
point,Sensor High,-3.25607478481564,1.0363522318895233,Not significant,
point,Sensor High,-1.60872771734264,1.036164253524777,Not significant,
point,Sensor High,-1.86694933916516,1.036164253524777,Not significant,
point,Sensor High,0.372393177899978,1.0301653625659912,Not significant,
point,Sensor High,-0.268585462134593,1.0106369914516224,Not significant,
point,Sensor High,1.37032958778281,1.0106369914516224,Not significant,
point,Sensor High,-1.40619101057439,0.9815960168400165,Not significant,
point,Sensor High,-0.950740523265791,0.9815960168400165,Not significant,
point,Sensor High,-0.934813548687899,0.9815960168400165,Not significant,
point,Sensor High,0.342267086344514,0.9815960168400165,Not significant,
point,Sensor High,-2.19833763911071,0.9815960168400165,Not significant,
point,Sensor High,-1.22033964909307,0.9643629538008333,Not significant,
point,Sensor High,-0.366009035735359,0.9268768551894387,Not significant,
point,Sensor High,-0.387284025963317,0.923616917658831,Not significant,
point,Sensor High,-2.05731972520743,0.9059337444287893,Not significant,
point,Sensor High,0.270967666943994,0.9059337444287893,Not significant,
point,Sensor High,-1.37698087511504,0.9024887427401611,Not significant,
point,Sensor High,-0.651801199369069,0.8875053682670329,Not significant,
point,Sensor High,-0.832530335245802,0.8875053682670329,Not significant,
point,Sensor High,4.45386425670672,0.8875053682670329,Not significant,
point,Sensor High,-0.433821983860744,0.8875053682670329,Not significant,
point,Sensor High,-1.94864803660008,0.8797139170904233,Not significant,
point,Sensor High,-3.37774935484212,0.8541847256476502,Not significant,
point,Sensor High,0.520035176719813,0.8371991088439189,Not significant,
point,Sensor High,-3.378159476755,0.8315849080320209,Not significant,
point,Sensor High,0.429534070582515,0.8315849080320209,Not significant,
point,Sensor High,-0.30056563998714,0.8315849080320209,Not significant,
point,Sensor High,1.86554193494318,0.8300966098533823,Not significant,
point,Sensor High,1.5976109783123,0.8297530833049336,Not significant,
point,Sensor High,0.232845628588449,0.8297530833049336,Not significant,
point,Sensor High,-1.06115033477245,0.8297530833049336,Not significant,
point,Sensor High,1.30053294633345,0.8297530833049336,Not significant,
point,Sensor High,0.434683730721043,0.8297530833049336,Not significant,
point,Sensor High,-0.314513441215412,0.8297530833049336,Not significant,
point,Sensor High,1.79169770676644,0.8297530833049336,Not significant,
point,Sensor High,0.433656353411612,0.8297530833049336,Not significant,
point,Sensor High,-0.848223598925445,0.8297530833049336,Not significant,
point,Sensor High,0.427682412566419,0.8232481913783833,Not significant,
point,Sensor High,1.11851671865917,0.815301700715059,Not significant,
point,Sensor High,0.383329705605067,0.8077444927087377,Not significant,
point,Sensor High,-0.399350539801791,0.7951968627758917,Not significant,
point,Sensor High,0.560823434348676,0.7891898183966098,Not significant,
point,Sensor High,-1.45930308846126,0.7891898183966098,Not significant,
point,Sensor High,-0.99128072063877,0.7891898183966098,Not significant,
point,Sensor High,0.269423177991806,0.7801997996522364,Not significant,
point,Sensor High,1.20618173803913,0.7746350041835449,Not significant,
point,Sensor High,0.515729739695849,0.761173891716894,Not significant,
point,Sensor High,-2.31679291839383,0.7562053957382691,Not significant,
point,Sensor High,0.488287271525725,0.7562053957382691,Not significant,
point,Sensor High,-0.696194558284493,0.7562053957382691,Not significant,
point,Sensor High,-1.9944999889759,0.7562053957382691,Not significant,
point,Sensor High,0.300022374966406,0.7562053957382691,Not significant,
point,Sensor High,-0.398180816920951,0.7524940915256161,Not significant,
point,Sensor High,0.358774209775877,0.7524940915256161,Not significant,
point,Sensor High,0.274602621987254,0.747627060780724,Not significant,
point,Sensor High,-0.586103788271544,0.7416905467234965,Not significant,
point,Sensor High,-0.715559997485761,0.7416905467234965,Not significant,
point,Sensor High,-0.329397262053444,0.7388429926297919,Not significant,
point,Sensor High,-0.950882924546783,0.7380176009199861,Not significant,
point,Sensor High,0.267194872164504,0.727090078910623,Not significant,
point,Sensor High,-0.386449819118269,0.7219905074632749,Not significant,
point,Sensor High,-0.254861530348649,0.703630824355313,Not significant,
point,Sensor High,-1.22008058751982,0.7028655449186292,Not significant,
point,Sensor High,0.392630316776958,0.7028655449186292,Not significant,
point,Sensor High,-0.746107152229626,0.683412857864908,Not significant,
point,Sensor High,0.232636193424398,0.6446115169063906,Not significant,
point,Sensor High,1.05165677250232,0.6444328989532694,Not significant,
point,Sensor High,1.83842782383199,0.6419767378561594,Not significant,
point,Sensor High,-0.26328391386706,0.6419767378561594,Not significant,
point,Sensor High,0.296199262625338,0.6409048372984012,Not significant,
point,Sensor High,-0.257296779947328,0.6301617016880179,Not significant,
point,Sensor High,1.83820423077533,0.6301617016880179,Not significant,
point,Sensor High,0.316083478356968,0.6250180538069432,Not significant,
point,Sensor High,-2.24748607540231,0.6211012431778493,Not significant,
point,Sensor High,0.667319530148738,0.5999408716861778,Not significant,
point,Sensor High,-0.547469347705041,0.5980916068606996,Not significant,
point,Sensor High,-0.778084920315546,0.5980916068606996,Not significant,
point,Sensor High,-0.72802950523055,0.5980916068606996,Not significant,
point,Sensor High,0.219343481346518,0.5844075574430544,Not significant,
point,Sensor High,-0.256414112392303,0.5844075574430544,Not significant,
point,Sensor High,-0.941586176754005,0.5690352947376541,Not significant,
point,Sensor High,0.248554326898348,0.5655389484886215,Not significant,
point,Sensor High,-0.299774865679235,0.5655389484886215,Not significant,
point,Sensor High,-0.860415272125094,0.5655389484886215,Not significant,
point,Sensor High,0.453999361085833,0.5655389484886215,Not significant,
point,Sensor High,-1.55464579434805,0.5655389484886215,Not significant,
point,Sensor High,1.12119782161911,0.5655389484886215,Not significant,
point,Sensor High,0.580242885908987,0.5655389484886215,Not significant,
point,Sensor High,0.695058858973709,0.5541801847097815,Not significant,
point,Sensor High,1.87652984186447,0.5513237808072345,Not significant,
point,Sensor High,-0.68518038468873,0.5391759331488593,Not significant,
point,Sensor High,-0.702833254151013,0.5372493198223383,Not significant,
point,Sensor High,-4.22335229752009,0.5372493198223383,Not significant,
point,Sensor High,-1.51755510245528,0.526839772386043,Not significant,
point,Sensor High,-0.985872246846793,0.526839772386043,Not significant,
point,Sensor High,-1.37073341103285,0.5255235231769236,Not significant,
point,Sensor High,1.19266093482196,0.5203117717194929,Not significant,
point,Sensor High,-0.763057291578399,0.5203117717194929,Not significant,
point,Sensor High,-0.701778063359533,0.5203117717194929,Not significant,
point,Sensor High,0.699902036195846,0.49332611866206344,Not significant,
point,Sensor High,0.263377116023746,0.49332611866206344,Not significant,
point,Sensor High,-0.337072433364661,0.49332611866206344,Not significant,
point,Sensor High,0.591951432636435,0.49332611866206344,Not significant,
point,Sensor High,0.314459921534682,0.49030005846699853,Not significant,
point,Sensor High,0.204133972627957,0.4893192043847741,Not significant,
point,Sensor High,-0.282822231792215,0.4864565732910309,Not significant,
point,Sensor High,0.255465802732244,0.4864565732910309,Not significant,
point,Sensor High,-0.656265204050961,0.4787904655213047,Not significant,
point,Sensor High,-0.418232297792859,0.4787904655213047,Not significant,
point,Sensor High,-0.361760480295613,0.4787904655213047,Not significant,
point,Sensor High,-0.657135007954558,0.4737633619254176,Not significant,
point,Sensor High,-0.640935001224719,0.4737633619254176,Not significant,
point,Sensor High,1.21194907598086,0.47355522656174115,Not significant,
point,Sensor High,1.21194907598086,0.47355522656174115,Not significant,
point,Sensor High,1.21194907598086,0.47355522656174115,Not significant,
point,Sensor High,-0.380490700669525,0.47355522656174115,Not significant,
point,Sensor High,0.614413970019987,0.4713059944442037,Not significant,
point,Sensor High,-0.455952125088105,0.4713059944442037,Not significant,
point,Sensor High,-0.255798186794712,0.4713059944442037,Not significant,
point,Sensor High,-0.78965095683821,0.4713059944442037,Not significant,
point,Sensor High,-0.24902977587521,0.4713059944442037,Not significant,
point,Sensor High,-0.252017507850596,0.4713059944442037,Not significant,
point,Sensor High,-0.384741739084527,0.4642320458099895,Not significant,
point,Sensor High,1.32641118490904,0.4642320458099895,Not significant,
point,Sensor High,-1.40134093732048,0.4607473166606848,Not significant,
point,Sensor High,-0.814947863024636,0.4600585580789735,Not significant,
point,Sensor High,0.577586025266898,0.4600267222442354,Not significant,
point,Sensor High,-1.4979780888899,0.45908966490843617,Not significant,
point,Sensor High,-0.470083289157434,0.45695634067990154,Not significant,
point,Sensor High,0.308305769594538,0.45609444195261406,Not significant,
point,Sensor High,-0.727601799612752,0.4487223138728649,Not significant,
point,Sensor High,-0.499377601328533,0.4464259783999228,Not significant,
point,Sensor High,0.314422574417696,0.4464259783999228,Not significant,
point,Sensor High,-0.31234466316835,0.4464259783999228,Not significant,
point,Sensor High,-0.335712502570504,0.4464259783999228,Not significant,
point,Sensor High,-0.911904647958098,0.4464259783999228,Not significant,
point,Sensor High,-0.714859627192771,0.4464259783999228,Not significant,
point,Sensor High,-0.872878379627334,0.4464259783999228,Not significant,
point,Sensor High,-0.379285874373973,0.4464259783999228,Not significant,
point,Sensor High,1.12117147910091,0.4464259783999228,Not significant,
point,Sensor High,-0.93954645072324094,0.4454206794038104,Not significant,
point,Sensor High,-0.477568755095672,0.4454206794038104,Not significant,
point,Sensor High,1.38637206049947,0.4385337034809663,Not significant,
point,Sensor High,-0.485554499723981,0.43722586164745,Not significant,
point,Sensor High,0.410048801063614,0.4367651187456796,Not significant,
point,Sensor High,0.512457334707937,0.4367651187456796,Not significant,
point,Sensor High,0.491831923851151,0.4367651187456796,Not significant,
point,Sensor High,-0.318083396245075,0.4367651187456796,Not significant,
point,Sensor High,0.219719758544539,0.4367651187456796,Not significant,
point,Sensor High,-1.97311609665536,0.4363981442323647,Not significant,
point,Sensor High,0.184557134449593,0.4363981442323647,Not significant,
point,Sensor High,-0.269242862667697,0.4363981442323647,Not significant,
point,Sensor High,0.389177316482964,0.4363981442323647,Not significant,
point,Sensor High,-0.415487808919968,0.4358922145143425,Not significant,
point,Sensor High,-0.55569534977213,0.43408551475288454,Not significant,
point,Sensor High,-0.322605987137517,0.4270561093398079,Not significant,
point,Sensor High,0.824169313327667,0.4270561093398079,Not significant,
point,Sensor High,-1.15554732871128,0.4270561093398079,Not significant,
point,Sensor High,0.873843058535705,0.4270561093398079,Not significant,
point,Sensor High,-0.2542958359041,0.42543066948184344,Not significant,
point,Sensor High,1.18531344873582,0.4210513227254842,Not significant,
point,Sensor High,0.246307602110309,0.42071556014522526,Not significant,
point,Sensor High,0.643949880480764,0.41878772401306397,Not significant,
point,Sensor High,-1.97023966041006,0.40119749957284423,Not significant,
point,Sensor High,-0.417050999519204,0.39691227530130185,Not significant,
point,Sensor High,-0.636910575874272,0.39691227530130185,Not significant,
point,Sensor High,0.857765003026431,0.39691227530130185,Not significant,
point,Sensor High,-0.369642911438055,0.39691227530130185,Not significant,
point,Sensor High,0.285398478416317,0.39691227530130185,Not significant,
point,Sensor High,-0.377181662624795,0.39691227530130185,Not significant,
point,Sensor High,-1.19971274204325,0.39508711896465865,Not significant,
point,Sensor High,-2.2631131236114,0.39422540782120924,Not significant,
point,Sensor High,-1.23975068954382,0.39422540782120924,Not significant,
point,Sensor High,-0.262486019311737,0.39422540782120924,Not significant,
point,Sensor High,-0.250432847216122,0.39276122813078557,Not significant,
point,Sensor High,-0.265650864685905,0.39276122813078557,Not significant,
point,Sensor High,-1.14223661039547,0.389096803207283,Not significant,
point,Sensor High,0.187301038710998,0.3879404670844919,Not significant,
point,Sensor High,0.985287649234818,0.3879404670844919,Not significant,
point,Sensor High,-0.335082590453008,0.3879404670844919,Not significant,
point,Sensor High,0.208020252633144,0.3879404670844919,Not significant,
point,Sensor High,-0.733871939554406,0.3879404670844919,Not significant,
point,Sensor High,0.225239227588256,0.3879404670844919,Not significant,
point,Sensor High,0.380310131164287,0.3879404670844919,Not significant,
point,Sensor High,-0.250581757452376,0.3879404670844919,Not significant,
point,Sensor High,1.06588508160707,0.3879404670844919,Not significant,
point,Sensor High,0.438521928585354,0.3879404670844919,Not significant,
point,Sensor High,-0.406072313767206,0.3879404670844919,Not significant,
point,Sensor High,-1.80392112346254,0.38388775356985066,Not significant,
point,Sensor High,-0.365091889087172,0.3819747867439297,Not significant,
point,Sensor High,1.309722503215,0.3819747867439297,Not significant,
point,Sensor High,-0.262798541679781,0.3819747867439297,Not significant,
point,Sensor High,-0.21162170867914,0.38122083095746656,Not significant,
point,Sensor High,0.858210825372053,0.38122083095746656,Not significant,
point,Sensor High,-0.420942423570065,0.3803296445109489,Not significant,
point,Sensor High,-1.26864952565839,0.37984998463524305,Not significant,
point,Sensor High,-0.786864408010977,0.37984998463524305,Not significant,
point,Sensor High,0.210129222375516,0.37984998463524305,Not significant,
point,Sensor High,-0.828038073504854,0.37859893607241935,Not significant,
point,Sensor High,-0.38145354717993,0.37859893607241935,Not significant,
point,Sensor High,0.779909309849811,0.37859893607241935,Not significant,
point,Sensor High,-0.962404211543289,0.37462740897786523,Not significant,
point,Sensor High,-0.211118939894872,0.37462740897786523,Not significant,
point,Sensor High,-0.214912819712596,0.37462740897786523,Not significant,
point,Sensor High,-0.390254848517102,0.37396905349565546,Not significant,
point,Sensor High,-0.83219081714941,0.3696658476179234,Not significant,
point,Sensor High,-0.301237236588295,0.3696658476179234,Not significant,
point,Sensor High,0.349267111991722,0.3685357905543716,Not significant,
point,Sensor High,0.862428166104222,0.3685357905543716,Not significant,
point,Sensor High,1.34915916016055,0.3685357905543716,Not significant,
point,Sensor High,-0.225095437700443,0.3685357905543716,Not significant,
point,Sensor High,-0.246910437839474,0.3685357905543716,Not significant,
point,Sensor High,0.809894864570552,0.3685357905543716,Not significant,
point,Sensor High,0.287104096872114,0.3685357905543716,Not significant,
point,Sensor High,-0.596494678140092,0.3685357905543716,Not significant,
point,Sensor High,-0.779939758007945,0.3685357905543716,Not significant,
point,Sensor High,-0.23313765808365,0.3685357905543716,Not significant,
point,Sensor High,0.29673836018301,0.3685357905543716,Not significant,
point,Sensor High,0.474284387740287,0.3685357905543716,Not significant,
point,Sensor High,-0.258416752137371,0.3685357905543716,Not significant,
point,Sensor High,-0.992675016119993,0.3685357905543716,Not significant,
point,Sensor High,0.483625689411306,0.3685357905543716,Not significant,
point,Sensor High,-0.894793639436475,0.3685357905543716,Not significant,
point,Sensor High,-0.304438983886174,0.3685357905543716,Not significant,
point,Sensor High,-1.3664266716095,0.3685357905543716,Not significant,
point,Sensor High,0.393763507930239,0.3685357905543716,Not significant,
point,Sensor High,-0.28451561661258,0.3685357905543716,Not significant,
point,Sensor High,-0.239528128302976,0.3685357905543716,Not significant,
point,Sensor High,-2.812193034067,0.3685357905543716,Not significant,
point,Sensor High,0.534559058702528,0.3685357905543716,Not significant,
point,Sensor High,-1.0172272670889,0.3685357905543716,Not significant,
point,Sensor High,1.01394415653006,0.3685357905543716,Not significant,
point,Sensor High,0.205221455543633,0.3685357905543716,Not significant,
point,Sensor High,1.24235367725859,0.3685357905543716,Not significant,
point,Sensor High,-0.35210996507527,0.3685357905543716,Not significant,
point,Sensor High,-0.275466950379436,0.3683134275061521,Not significant,
point,Sensor High,-0.487693480426908,0.3612311153638562,Not significant,
point,Sensor High,-0.389120541386476,0.3587457275464957,Not significant,
point,Sensor High,-0.208455931919223,0.3587457275464957,Not significant,
point,Sensor High,-0.471354063338586,0.3587457275464957,Not significant,
point,Sensor High,-0.344986468178443,0.3587457275464957,Not significant,
point,Sensor High,-0.239917104106358,0.3587457275464957,Not significant,
point,Sensor High,-0.939142757064861,0.3587457275464957,Not significant,
point,Sensor High,0.775529288098017,0.3587457275464957,Not significant,
point,Sensor High,0.775529288098017,0.35487827342700756,Not significant,
point,Sensor High,-1.24667281999089,0.35205425561104686,Not significant,
point,Sensor High,-0.195776531399341,0.3450112201166779,Not significant,
point,Sensor High,-0.640350493494188,0.343430167539722,Not significant,
point,Sensor High,-0.367718762780923,0.33979851263503624,Not significant,
point,Sensor High,-0.206341338059112,0.33979851263503624,Not significant,
point,Sensor High,-0.46835062448089,0.33979851263503624,Not significant,
point,Sensor High,-0.260587009481606,0.33979851263503624,Not significant,
point,Sensor High,-0.417639834854693,0.33979851263503624,Not significant,
point,Sensor High,-0.629215960446537,0.33979851263503624,Not significant,
point,Sensor High,-0.587479493698734,0.33979851263503624,Not significant,
point,Sensor High,0.517144613186617,0.33979851263503624,Not significant,
point,Sensor High,0.323907303164884,0.33979851263503624,Not significant,
point,Sensor High,-1.04272818514254,0.33979851263503624,Not significant,
point,Sensor High,-1.49757206092891,0.33979851263503624,Not significant,
point,Sensor High,0.437135562051619,0.33979851263503624,Not significant,
point,Sensor High,-1.39257817586028,0.33979851263503624,Not significant,
point,Sensor High,0.307697193181946,0.33979851263503624,Not significant,
point,Sensor High,0.431441654907633,0.33979851263503624,Not significant,
point,Sensor High,-0.246713054715338,0.33979851263503624,Not significant,
point,Sensor High,-0.423696317964258,0.33979851263503624,Not significant,
point,Sensor High,0.283184282826734,0.33979851263503624,Not significant,
point,Sensor High,-1.02915341338846,0.33979851263503624,Not significant,
point,Sensor High,-0.343961108835245,0.33979851263503624,Not significant,
point,Sensor High,-0.337151254638652,0.33979851263503624,Not significant,
point,Sensor High,0.338325444884186,0.33979851263503624,Not significant,
point,Sensor High,0.214501047661779,0.33979851263503624,Not significant,
point,Sensor High,0.446237560576031,0.33979851263503624,Not significant,
point,Sensor High,-0.186647432362429,0.33979851263503624,Not significant,
point,Sensor High,-0.835595332541763,0.33979851263503624,Not significant,
point,Sensor High,-0.39388612227407,0.33979851263503624,Not significant,
point,Sensor High,-0.775071587802059,0.33979851263503624,Not significant,
point,Sensor High,0.749285609611526,0.33979851263503624,Not significant,
point,Sensor High,0.520796615913646,0.33979851263503624,Not significant,
point,Sensor High,0.333727897143021,0.33979851263503624,Not significant,
point,Sensor High,0.191834688327865,0.33979851263503624,Not significant,
point,Sensor High,-0.88616443804868394,0.33979851263503624,Not significant,
point,Sensor High,-0.553785554174989,0.33588705795779933,Not significant,
point,Sensor High,0.270192224234634,0.33588705795779933,Not significant,
point,Sensor High,0.811655572163464,0.33588705795779933,Not significant,
point,Sensor High,-0.323101903010724,0.33584681432071933,Not significant,
point,Sensor High,0.374836890519845,0.33584681432071933,Not significant,
point,Sensor High,-0.677175725262076,0.33251761010110265,Not significant,
point,Sensor High,0.804532312540729,0.33186737433670027,Not significant,
point,Sensor High,-0.962584457210754,0.33186737433670027,Not significant,
point,Sensor High,-1.18127100613926,0.33186737433670027,Not significant,
point,Sensor High,-1.13048521153545,0.33186737433670027,Not significant,
point,Sensor High,0.311093924546558,0.33186737433670027,Not significant,
point,Sensor High,-1.01228072913425,0.33186737433670027,Not significant,
point,Sensor High,-0.326381512667057,0.33186737433670027,Not significant,
point,Sensor High,-1.57629437265395,0.33186737433670027,Not significant,
point,Sensor High,-0.474867096472553,0.32903389923148585,Not significant,
point,Sensor High,-2.49565156161282,0.32820362872586806,Not significant,
point,Sensor High,0.210199847819109,0.3247123022403801,Not significant,
point,Sensor High,-1.26875231219232,0.3233067136517906,Not significant,
point,Sensor High,-0.176350379560589,0.3232234132812502,Not significant,
point,Sensor High,-0.281276765054762,0.3232234132812502,Not significant,
point,Sensor High,0.202933134332512,0.3231662918705338,Not significant,
point,Sensor High,-1.64538839764922,0.3192641576406729,Not significant,
point,Sensor High,0.220384827954696,0.3192641576406729,Not significant,
point,Sensor High,1.00476625419672,0.3192641576406729,Not significant,
point,Sensor High,0.552271159741731,0.3103790560228032,Not significant,
point,Sensor High,0.31655511483838,0.3102825403251417,Not significant,
point,Sensor High,-0.221314961628103,0.3101240818684617,Not significant,
point,Sensor High,0.434993219854863,0.30935126538433566,Not significant,
point,Sensor High,0.450135037625882,0.30935126538433566,Not significant,
point,Sensor High,-0.480210792632587,0.30935126538433566,Not significant,
point,Sensor High,-0.239823113070275,0.30935126538433566,Not significant,
point,Sensor High,-0.26264014080544,0.30935126538433566,Not significant,
point,Sensor High,-0.249420313526608,0.30935126538433566,Not significant,
point,Sensor High,-0.887858439749069,0.30788480518424277,Not significant,
point,Sensor High,0.808395502190359,0.3069865324800045,Not significant,
point,Sensor High,-2.11933570672721,0.30606620474424734,Not significant,
point,Sensor High,-0.528416350030182,0.3054595350622709,Not significant,
point,Sensor High,-0.358897350682946,0.30426605624085534,Not significant,
point,Sensor High,0.211093812306901,0.30426605624085534,Not significant,
point,Sensor High,0.424418126958288,0.304004347954628,Not significant,
point,Sensor High,-0.67076356036195794,0.304004347954628,Not significant,
point,Sensor High,-1.24274327099325,0.30359516397070063,Not significant,
point,Sensor High,-0.237156154508641,0.30359516397070063,Not significant,
point,Sensor High,-1.26941788401066,0.30211675716379854,Not significant,
point,Sensor High,0.666175561493302,0.30211675716379854,Not significant,
point,Sensor High,0.506813919203095,0.30211675716379854,Not significant,
point,Sensor High,-0.300774538273023,0.30211675716379854,Not significant,
point,Sensor High,-0.807819170731824,0.29946020477202473,Not significant,
point,Sensor High,0.420759255085914,0.2989603446355759,Not significant,
point,Sensor High,1.72293595677357,0.2989603446355759,Not significant,
point,Sensor High,-0.182027689578164,0.2989603446355759,Not significant,
point,Sensor High,0.219001361023455,0.2989603446355759,Not significant,
point,Sensor High,1.23647604960758,0.2989603446355759,Not significant,
point,Sensor High,-0.472383544013477,0.2989603446355759,Not significant,
point,Sensor High,-0.409716888382158,0.2989603446355759,Not significant,
point,Sensor High,-0.276775229222233,0.29890754723691304,Not significant,
point,Sensor High,0.199048881769339,0.29890754723691304,Not significant,
point,Sensor High,0.746565769606327,0.2945953732993446,Not significant,
point,Sensor High,0.225272463597044,0.2945953732993446,Not significant,
point,Sensor High,1.02267435043524,0.2945953732993446,Not significant,
point,Sensor High,-0.619050015048714,0.2945953732993446,Not significant,
point,Sensor High,-0.550764400753827,0.2945953732993446,Not significant,
point,Sensor High,0.773144041679504,0.2945953732993446,Not significant,
point,Sensor High,-0.420590800735324,0.2945953732993446,Not significant,
point,Sensor High,-0.454448407965746,0.294384705589309,Not significant,
point,Sensor High,0.671618619050421,0.2943262258611852,Not significant,
point,Sensor High,0.218241044481703,0.2943262258611852,Not significant,
point,Sensor High,-0.27742619101403,0.2929764413055143,Not significant,
point,Sensor High,0.209172823669226,0.2929764413055143,Not significant,
point,Sensor High,-0.265472004274215,0.2929764413055143,Not significant,
point,Sensor High,-0.741117818536172,0.2929764413055143,Not significant,
point,Sensor High,1.33041050938571,0.2929764413055143,Not significant,
point,Sensor High,-0.236976297336712,0.2929764413055143,Not significant,
point,Sensor High,-0.283426895784906,0.2929764413055143,Not significant,
point,Sensor High,-0.879031170975735,0.2929764413055143,Not significant,
point,Sensor High,-0.888658332140173,0.2921724827012641,Not significant,
point,Sensor High,-1.16840065564783,0.2921724827012641,Not significant,
point,Sensor High,-0.183602452177022,0.2914301431943246,Not significant,
point,Sensor High,-0.225070513619566,0.2914161175546018,Not significant,
point,Sensor High,-0.389715886827573,0.2914161175546018,Not significant,
point,Sensor High,-0.922897953681556,0.2914161175546018,Not significant,
point,Sensor High,0.173917649908813,0.2913680053382763,Not significant,
point,Sensor High,1.28115356718974,0.2899780229606881,Not significant,
point,Sensor High,-1.15148847403284,0.2899780229606881,Not significant,
point,Sensor High,-0.252980930147872,0.28858915988574557,Not significant,
point,Sensor High,-0.273431862507184,0.28858915988574557,Not significant,
point,Sensor High,-0.195891108567311,0.28858915988574557,Not significant,
point,Sensor High,0.601555861598651,0.2866698070905577,Not significant,
point,Sensor High,1.12209322899459,0.28516897992855955,Not significant,
point,Sensor High,-1.42780358777071,0.28516897992855955,Not significant,
point,Sensor High,-0.260471744771842,0.28516897992855955,Not significant,
point,Sensor High,0.232958674710817,0.28516897992855955,Not significant,
point,Sensor High,-0.231214481561874,0.2829248316575031,Not significant,
point,Sensor High,0.308371648508719,0.2829248316575031,Not significant,
point,Sensor High,-0.43994268481357,0.2829248316575031,Not significant,
point,Sensor High,-0.41491733701116,0.28171821134621294,Not significant,
point,Sensor High,-1.44120721239555,0.2806393761875009,Not significant,
point,Sensor High,-0.678117072584249,0.27979415349838016,Not significant,
point,Sensor High,0.441159413493182,0.27979415349838016,Not significant,
point,Sensor High,-0.273057712483373,0.27905333111077324,Not significant,
point,Sensor High,0.201691758336105,0.27905333111077324,Not significant,
point,Sensor High,-0.348275711969681,0.2789365990316167,Not significant,
point,Sensor High,-0.835329716595499,0.2789365990316167,Not significant,
point,Sensor High,-0.818019230325981,0.27864093293189424,Not significant,
point,Sensor High,-0.71027357387911,0.27864093293189424,Not significant,
point,Sensor High,0.369171732635296,0.27864093293189424,Not significant,
point,Sensor High,0.273656958344056,0.27864093293189424,Not significant,
point,Sensor High,0.61938826651602,0.27864093293189424,Not significant,
point,Sensor High,0.459543059538794,0.27864093293189424,Not significant,
point,Sensor High,-0.263929244014034,0.27864093293189424,Not significant,
